deduplicated_event_id,title,event_date,event_type,victim_organization_name,victim_organization_industry,records_affected,severity_category,primary_stakeholder_category,impact_type,confidence_score,model_used,created_at
702d32a4-2c9e-4268-8937-8835744da18c,Australia's Evolution Mining targeted in latest cyber attack | Reuters,2024-08-01,CyberEventType.OTHER,Evolution Mining Limited,Energy,,C6,Regulated critical infrastructure,Unsuccessful low-level malicious attack,0.6,gpt-4o,2025-11-18T16:48:04.975799
a62ebe11-ccf0-4e93-b492-092e6fd3b345,Cyberattack on New South Wales Hospital Network,2024-08-01,CyberEventType.OTHER,,Healthcare,,C6,Regulated critical infrastructure,Unsuccessful low-level malicious attack,0.6,gpt-4o,2025-11-18T16:48:04.975799
4b287743-caf5-4ca8-9298-6c8e5377f951,"RansomHub Data Leak: Kempe Engineering, McDowall Affleck, Hudson Civil Engineering",2024-07-24,CyberEventType.RANSOMWARE,,Engineering/Construction,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
41fb9a1f-2ae0-4390-9170-aa3503433b73,RansomHub Data Leak Affecting Multiple Australian Engineering Firms,2024-07-24,CyberEventType.DATA_BREACH,,,0,C6,Large organisation(s),Extensive compromise,0.6,gpt-4o,2025-11-18T16:48:04.975799
afa9265e-4e20-44c3-b60f-b66cdf564fbb,Exclusive: Aussie engineering firm confirms RansomHub ransomware attack,2024-07-24,CyberEventType.RANSOMWARE,,Engineering,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
b0a13682-061d-4168-b7e5-d9cfd1e1af4d,Personal information accessed as part of WSU data breach,2024-07-24,CyberEventType.DATA_BREACH,,,7500,C4,Member(s) of the public,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
00f6321c-1371-45ca-b081-41e7afc16bc6,All Parks Insurance Meow Ransomware Attack,2024-07-24,CyberEventType.RANSOMWARE,,,0,C6,Member(s) of the public,Unsuccessful low-level malicious attack,0.6,gpt-4o,2025-11-18T16:48:04.975799
ed68eea9-c38e-4690-aa6c-9d2cac6090a1,Exclusive: Aussie not-for-profit community support service Meli confirms cyber attack,2024-07-21,CyberEventType.RANSOMWARE,,,419617,C2,Member(s) of the public,Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
04045fc0-e783-4f15-8cbb-dd862b2aed5e,CrowdStrike-Related IT Outage Impacts Australian Government Services,2024-07-19,CyberEventType.OTHER,,"Government, Transportation, Retail, Finance",,C6,Government shared services,Sustained disruption of essential systems and associated services,0.7,gpt-4o,2025-11-18T16:48:04.975799
57c2419d-9afb-4f73-ad6e-4efbcdb0f56d,Widespread outages relating to CrowdStrike software update ...,2024-07-19,CyberEventType.OTHER,"CrowdStrike Holdings, Inc.","Multiple sectors (Airlines, Banking, Healthcare, Government, Telecommunications, Retail, Manufacturing, Energy, Transportation)",8500000,C2,Regulated critical infrastructure,Sustained disruption of essential systems and associated services,0.85,gpt-4o,2025-11-18T16:48:04.975799
ed8d6235-9cc7-4855-89f3-ece24acbc442,Ransomware attack allegedly strikes accounting firm | Accountants ...,2024-07-15,CyberEventType.RANSOMWARE,Gibbs Hurley Chartered Accountants,Finance,,C6,Medium-sized organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
b9b3931c-8ebc-477a-b703-2a56072d2e24,"The cybersecurity incident reported at the inaccessible URL concerns a **data breach at Optimum Allied Health (OAH)**, an Australian healthcare provider, which occurred around July 2024.",2024-07-15,CyberEventType.DATA_BREACH,,Healthcare,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
1f319f51-2741-4a8a-be7c-f85a9a692efd,"The incident reported at the original URL concerns a **data breach at Healthed**, an Australian healthcare education provider, which occurred in mid-July 2024. On July 14, 2024, Healthed discovered a vulnerability on its website, which was traced to work performed by a third-party contractor[1]. This vulnerability resulted in the **personal details of a large number of general practitioners (GPs)**—specifically, participants who attended Healthed’s face-to-face educational seminars—being **publicly accessible online**[1].",2024-07-14,CyberEventType.DATA_BREACH,Healthed Pty Ltd,Healthcare,1000,C4,Medium-sized organisation(s),Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
0f530887-3f4d-41d8-9949-d92917b91d59,Medical research group Harry Perkins Institute investigates major cyber security breach,2024-07-12,CyberEventType.DATA_BREACH,Harry Perkins Institute of Medical Research,Healthcare,,C6,Academia/R&D,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
5f4b3450-67e5-43ac-a75d-a6f0f8ed62ff,Healthed data breach exposes personal details,2024-07-11,CyberEventType.DATA_BREACH,,,3877,C4,Member(s) of the public,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
4ea91345-b5cf-4a24-94ea-dcc9904b0fd7,National hearing services provider hit by ransomware attack,2024-07-05,CyberEventType.RANSOMWARE,Active Hearing Pty Ltd,Healthcare,,C6,Medium-sized organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
01797505-9362-49b6-8e61-ee794c8da1b7,Exclusive: 4TB of data allegedly leaked in Australian healthcare ...,2024-07-04,CyberEventType.DATA_BREACH,Harry Perkins Institute of Medical Research Inc.,Healthcare,,C6,Academia/R&D,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
bd54bd27-7896-45b2-904a-b87007016e70,Qantas customer passports at risk following frequent flyer cyber theft,2024-07-01,CyberEventType.DATA_BREACH,Qantas Airways Limited,Transportation,800,C5,Large organisation(s),Isolated compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
4784c3db-3954-4b6a-befe-102f0ec7bc9c,Early Settler Data Breach,2024-07-01,CyberEventType.DATA_BREACH,ESR Group Holdings Pty Ltd,Retail,1100000,C2,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
320150ec-fc84-4dfe-892d-9ba498c10806,Cyber incident update – Injunction granted | Wattle Range Council,2024-07-01,CyberEventType.OTHER,WATTLE RANGE COUNCIL,Government,,C6,Local government,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.975799
992cd20d-ffe7-411a-be72-d065a48cf37a,"Data Privacy, Cyber & Digital | KHQ LAWYERS",2024-07-01,CyberEventType.DATA_BREACH,,,,C6,Member(s) of the public,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.975799
ee91010b-06c8-4ba6-bcba-27a345e3c5df,Australia accuses China-backed hackers of breaching government ...,2024-07-01,CyberEventType.STATE_SPONSORED_ATTACK,,Government,,C6,Federal government,Extensive compromise,0.6,gpt-4o,2025-11-18T16:48:04.975799
1847e610-c9b7-4437-9db2-22260508318f,Exclusive: Rhysida ransomware gang claims hack on disability support organisation Engedi,2024-07-01,CyberEventType.RANSOMWARE,,,1100000,C2,Member(s) of the public,Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
f2fd7d4c-285b-4baa-8cec-ebd00d175397,Exclusive: Victorian IT services company Insula confirms BianLian ransomware attack,2024-06-25,CyberEventType.RANSOMWARE,,Technology,,C6,Large organisation(s),Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
27eb8fd3-3076-4308-bc68-0077bae02c6b,Exclusive: South Australian council confirms LockBit ransomware attack,2024-06-20,CyberEventType.RANSOMWARE,,,46248,C3,Local government,Extensive compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
e88ba63f-e15d-4d97-a1de-f570ef4aac7c,Exclusive: Medusa ransomware gang demands US$700k payment from Victoria Racing Club,2024-06-15,CyberEventType.RANSOMWARE,Victoria Racing Club,Sports and Entertainment (Thoroughbred Racing),30000,C3,Large organisation(s),Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
22c2b911-3bc3-4fd0-8c7f-93df56299713,"Levi’s customers have pockets picked as cyber attack affects 72,000",2024-06-13,CyberEventType.DATA_BREACH,Levi Strauss & Co.,Retail,72231,C3,Large organisation(s),Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
0c03459b-49f0-47c6-8c3f-7167eb85bc1d,Exclusive: Panasonic Australia confirms cyber incident following ...,2024-06-06,CyberEventType.RANSOMWARE,Panasonic Australia Pty Limited,Manufacturing,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
a9d6bf33-0ff9-47f5-843a-09ee0cbbbc13,Exclusive: Panasonic Australia confirms cyber incident following Akira ransomware claim,2024-06-06,CyberEventType.RANSOMWARE,,"Manufacturing, Technology",,C6,Large organisation(s),Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
8269729b-77dc-47fd-918d-13766c6a766a,Op-Ed: Patties Foods’ ‘data leak’ proves cyber reporting needs to do better,2024-06-05,CyberEventType.DATA_BREACH,Patties Foods Limited,Manufacturing,524000,C2,Large organisation(s),Extensive compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
6a4b6e68-aa06-4b78-adb4-fce2cf44ea99,When cyber defence involves attack: Issues for Australia | Lowy ...,2024-06-01,CyberEventType.RANSOMWARE,,,,C6,Member(s) of the public,Unsuccessful low-level malicious attack,0.6,gpt-4o,2025-11-18T16:48:04.975799
460d2d01-1612-453d-8fd8-e3f891c4436e,UN Women Australia thwarts cyber attack with Cloudflare aid ...,2024-06-01,CyberEventType.OTHER,UN Women Australia,Non-profit Organization,,C6,Large organisation(s),Unsuccessful low-level malicious attack,0.75,gpt-4o,2025-11-18T16:48:04.975799
0486a482-2d80-4f41-b4bd-a9dc0e9b1408,Akira Ransomware Group Claims Attack on Panasonic Australia,2024-06-01,CyberEventType.RANSOMWARE,Panasonic Australia Pty Limited,Technology,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
9ae1b235-dbf0-4282-9f55-c217a01171e1,"Cyber, Privacy and Technology - Wotton Kearney",2024-06-01,CyberEventType.RANSOMWARE,Wotton + Kearney Pty Ltd,Legal Services,,C6,Medium-sized organisation(s),Unsuccessful low-level malicious attack,0.75,gpt-4o,2025-11-18T16:48:04.975799
e48e1c35-f01c-4edf-8313-fa7a706e7b2b,Home Affairs Department confirms cyber incident impacting ...,2024-05-28,CyberEventType.DATA_BREACH,Ticketmaster LLC,Technology,560000000,C1,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
79eb1637-e7db-4a13-8750-bf7d4c8ecdb3,Victorian Freight Specialists suffers alleged 800+GB data breach,2024-05-26,CyberEventType.DATA_BREACH,Victorian Freight Specialists Pty Ltd,Transportation,,C6,Medium-sized organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
98748827-4939-4950-ba15-e493f4d49f4d,Hunters International claims attack on Australian CRM provider,2024-05-15,CyberEventType.RANSOMWARE,Legrand CRM Pty Ltd,Technology,,C6,Medium-sized organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
eddb66b8-0b38-42d9-9ee9-87360068d21d,Dutton delivers federal budget reply speech – as it happened ...,2024-05-15,CyberEventType.DATA_BREACH,The University of Melbourne,Education,25,C6,Academia/R&D,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
2d6737c3-8fcc-4da9-8358-fbba361f0b2d,Aussies affected in alleged Shell fuel data breach,2024-05-15,CyberEventType.DATA_BREACH,Royal Dutch Shell plc,Energy,80000,C3,Regulated critical infrastructure,Extensive compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
cfcd5fa2-1175-4e4e-9792-7aa3118187a7,Landmark Insurance Data Breach,2024-05-13,CyberEventType.DATA_BREACH,"Landmark Admin, LLC",Finance,1613773,C2,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
57dc7cca-0b5b-4bce-a15f-8c422b8988de,Sumo data breach | NSW Government,2024-05-13,CyberEventType.DATA_BREACH,,,40000,C3,State government,Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
29ac04ee-84da-4835-b535-e212c471c439,AFP joins global crackdown on cybercriminal infrastructure provider ...,2024-05-08,CyberEventType.OTHER,Australian Federal Police,Government,119,C5,Federal government,Unsuccessful low-level malicious attack,0.75,gpt-4o,2025-11-18T16:48:04.975799
0f55beb6-e9dc-4fda-80ff-cfb26bcfd980,Antidot Banker Trojan Attack,2024-05-06,CyberEventType.MALWARE,,Finance,,C6,Large organisation(s),Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.975799
0d875abf-6a19-40e1-aea0-2c735963feee,Exclusive: Melbourne-based Regent Caravans confirms RansomHub attack,2024-05-06,CyberEventType.RANSOMWARE,,,560000000,C1,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
660f5cf4-8921-4d6e-aace-102c7883da3a,Data breach: More than one million Aussies who visited ClubsNSW venues at risk of identity theft,2024-05-02,CyberEventType.DATA_BREACH,ClubsNSW,Hospitality,1050169,C2,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
93f61144-e263-4b07-bba5-e493f5d0bc84,Fresh warning after Ticketek customers' personal details 'stolen' in ...,2024-05-01,CyberEventType.DATA_BREACH,,,17600000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
7c73f0e7-00ef-4f56-b140-308f29d530dc,Cyber security: A month in retrospect (Australia) - May 2024 ...,2024-05-01,CyberEventType.DATA_BREACH,Shell Australia Pty Ltd,Energy,80000,C3,Regulated critical infrastructure,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
f468f73b-5328-4963-9f9a-d16b8bbd2af1,Children's mental health records published after cyber attack,2024-05-01,CyberEventType.DATA_BREACH,,Healthcare,,C6,Member(s) of the public,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
7dc0eef8-697e-4741-85ae-71b1d7286b04,Cyber security breach shines spotlight on data protection | CPA ...,2024-05-01,CyberEventType.DATA_BREACH,CPA Australia Ltd,Finance,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
5dee0045-e7cf-4a89-9eba-902651c371f7,The Breach of a Face Recognition Firm Reveals a Hidden Danger of ...,2024-05-01,CyberEventType.DATA_BREACH,Outabox Pty Ltd,Hospitality,1050000,C2,Large organisation(s),Extensive compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
932b8176-2da1-48ed-b127-50bfd703def4,Cybercrime detectives arrest man following alleged data breach involving more than 1 million NSW clubs customer records,2024-05-01,CyberEventType.DATA_BREACH,,Hospitality,1000000,C2,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
2bb87843-0009-4e86-9f15-78e71aea2cea,Victoria's largest childcare provider hit by cyber attack | 9 News ...,2024-05-01,CyberEventType.OTHER,Guardian Childcare Victoria,Education,,C6,Schools,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.975799
13e3d82b-3a3a-4694-a916-279a2551eae5,Iress says client data is secure following security breach ...,2024-05-01,CyberEventType.DATA_BREACH,,,17600000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
e35c99ef-ca97-46cf-932c-31aec5e07867,Ticketek discloses cyber incident on external cloud platform,2024-05-01,CyberEventType.DATA_BREACH,,,17600000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
ffb0d4aa-5e33-4e83-aba6-31aa7cef7899,Ticketek Cyber Incident - Shared Experiences : r/australia,2024-05-01,CyberEventType.DATA_BREACH,,,17600000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
9f7d5d77-5bcd-436e-8506-d73bc963e930,Cyberattacks Australia 2024 | KonBriefing.com,2024-05-01,CyberEventType.DATA_BREACH,,,17643173,C3,Member(s) of the public,Extensive compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
2a449d0d-9a05-4c75-b318-9aca59815b12,BianLian Ransomware Attack on Insula Group,2024-05-01,CyberEventType.RANSOMWARE,,,40000,C3,Large organisation(s),Extensive compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
33f54158-00c0-452f-b8bf-e8c8297f1041,Firstmac hackers claim tax file numbers,2024-04-30,CyberEventType.DATA_BREACH,,,0,C6,Member(s) of the public,Isolated compromise,0.65,gpt-4o,2025-11-18T16:48:04.975799
b08eabb4-76e0-4a9b-97d0-474a5524ac3f,DATA & PRIVACY BREACH: 18 NSW Club’s sign-in data exposed – possibly 1 Million people affected,2024-04-29,CyberEventType.DATA_BREACH,,Hospitality,1000000,C2,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
6547c814-36a5-49e0-963b-c877f53d9d12,Outabox data breach | NSW Government,2024-04-29,CyberEventType.DATA_BREACH,,,1000000,C2,State government,Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
8642855e-2137-4771-b1d2-75aaa3a0570e,Exclusive: Mt Hira College suffers alleged student email data breach,2024-04-27,CyberEventType.DATA_BREACH,Mt Hira College,Education,750,C5,Schools,Isolated compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
2c760865-13a8-4a00-947c-3f9ea89b0f66,BHF Couriers denies credit card data breach,2024-04-15,CyberEventType.DATA_BREACH,,Transportation,19200000,C1,Large organisation(s),Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
fe05b07e-9be5-4997-a43f-210db3b149cb,Victorian councils’ call service affected by OracleCMS breach,2024-04-15,CyberEventType.RANSOMWARE,OracleCMS (multiple Victorian councils affected),Government,1250,C4,Local government,Isolated compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
ee584df4-1399-485b-9e47-5af044394a63,Live Nation probing Ticketmaster hack,2024-04-15,CyberEventType.DATA_BREACH,,,560000000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
364de018-687f-49ff-a9e7-b05ad38e00c5,MediSecure Data Breach,2024-04-13,CyberEventType.DATA_BREACH,,Healthcare,12900000,C1,Regulated critical infrastructure,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
7c81d5f4-9f2c-458a-b4a3-de2492d5784c,Beyond tomorrow: Health megatrends anticipated to impact NSW ...,2024-04-13,CyberEventType.DATA_BREACH,MediSecure Pty Ltd,Healthcare,12900000,C1,Regulated critical infrastructure,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
502c3c66-e3be-4bb1-9b33-f8f65946cb0b,MediSecure data breach: why is health data so lucrative for hackers?,2024-04-13,CyberEventType.DATA_BREACH,,Healthcare,12900000,C1,Regulated critical infrastructure,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
5aa216ae-6fe7-4e24-9435-4fab12f81bd9,Health data breach: Electronic prescription provider MediSecure ...,2024-04-13,CyberEventType.DATA_BREACH,,Healthcare,12900000,C1,Regulated critical infrastructure,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
33c65e25-dc4b-4f5a-9d0a-ef26fb343d4a,MediSecure Australia Data Breach,2024-04-13,CyberEventType.RANSOMWARE,,Healthcare,12900000,C1,Regulated critical infrastructure,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
bac15456-9f53-427a-9383-9218aa4a0e78,Statement on MediSecure data breach,2024-04-13,CyberEventType.DATA_BREACH,,,12900000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
b27a058e-35e7-46b2-9fc2-f8d2dd0e23bb,MediSecure Ransomware Attack,2024-04-13,CyberEventType.RANSOMWARE,,Healthcare,12900000,C1,Regulated critical infrastructure,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
7e03c166-b9b2-414a-9492-d8bc9a0d24a7,SYNLAB Italia Cyber-Incident May Have Leaked Personal Data,2024-04-13,CyberEventType.DATA_BREACH,,,12900000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
15948a21-941b-48a7-ae31-22b204dc6a0d,"Exclusive: Hacker claims successful hack of Adreno, the ‘world’s largest dive store’",2024-04-13,CyberEventType.DATA_BREACH,,,17600000,C1,Large organisation(s),Extensive compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
89653b37-93ed-4b8c-a916-0fcca9aa66fd,Data security incident involving after-hours service provider,2024-04-12,CyberEventType.DATA_BREACH,City of Ballarat,Government,52,C6,Local government,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
59c24712-bbff-4b61-8603-e150d33853c4,Vic councils' after-hours call answering service breached,2024-04-12,CyberEventType.DATA_BREACH,OracleCMS Pty Ltd,Government,,C6,Local government,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
59f56ae5-c4f2-4ca3-a3e5-ffbe6788d31e,Aussizz Group data breach | Australian Passport Office,2024-04-05,CyberEventType.DATA_BREACH,,,1000,C4,Member(s) of the public,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
bc2380d5-6b7c-469b-a70f-4da9b9822472,Huge trove of Australian client data leaked following OracleCMS call centre hack,2024-04-04,CyberEventType.RANSOMWARE,,,2000,C4,Member(s) of the public,Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
68d84454-bbf0-4336-a9f7-1613ff3cd930,MediSecure reveals 12.9 million Australians had personal data ...,2024-04-01,CyberEventType.DATA_BREACH,MediSecure Limited,Healthcare,12900000,C1,Regulated critical infrastructure,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
55984634-a624-48a5-b768-e0919a32e92e,Cyber security: A month in retrospect (Australia) - March 2024 ...,2024-04-01,CyberEventType.RANSOMWARE,,,,C6,Member(s) of the public,Unsuccessful low-level malicious attack,0.6,gpt-4o,2025-11-18T16:48:04.975799
ce2ed3d0-ad13-4ade-ad49-392e8678a043,ANZ Data breach? : r/cybersecurity,2024-04-01,CyberEventType.DATA_BREACH,Australia and New Zealand Banking Group Limited,Finance,30000,C3,Large organisation(s),Isolated compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
1e23c67b-6592-495a-ab74-52a45acca4c0,Aussizz Group data breach | NSW Government,2024-04-01,CyberEventType.DATA_BREACH,,Education and Immigration,,C6,Academia/R&D,Isolated compromise,0.6,gpt-4o,2025-11-18T16:48:04.975799
2c4feca2-4db6-450a-a6d4-a94702a31383,Diabetes WA Data Breach: Cybersecurity in Healthcare ...,2024-04-01,CyberEventType.DATA_BREACH,Diabetes Western Australia Ltd,Healthcare,,C6,Medium-sized organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
88181c19-fe4b-43ca-a879-b1193f94c108,MediSecure – Media / Public Statement,2024-04-01,CyberEventType.RANSOMWARE,,,12900000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
c26c93bc-16fa-4a43-87e6-bb9c4e447c41,Valuation firm HTW suspended by banks after data breach,2024-04-01,CyberEventType.DATA_BREACH,,,0,C6,Large organisation(s),Isolated compromise,0.6,gpt-4o,2025-11-18T16:48:04.975799
b57ea1da-b2cf-4a89-bb45-4b356e1c23ed,Data breach rocks troubled Pandemonium Rocks music festival,2024-03-29,CyberEventType.DATA_BREACH,Apex Entertainment,Entertainment,400,C5,Large organisation(s),Isolated compromise,0.8,gpt-4o,2025-11-18T16:48:04.975799
02da66b0-a736-4951-bc27-b08992cd43bc,Cyber security chief says MediSecure data breach is an 'isolated ...,2024-03-29,CyberEventType.RANSOMWARE,,,12900000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
7ff15a28-d734-47fa-a223-bfa4d9068189,Sale of 14 Million Australian Emails and Addresses on Hacking Forum,2024-03-10,CyberEventType.DATA_BREACH,,,14000000,C1,Member(s) of the public,Extensive compromise,0.9,gpt-4o,2025-11-18T16:48:04.975799
172d5f90-0f4e-4154-812a-d5b8b81c5608,Northern Minerals Limited data breach | NSW Government,2024-03-01,CyberEventType.DATA_BREACH,Northern Minerals Limited,Mining,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
edab7a65-4762-4288-8600-f53ebf7fd81a,Raft of Australian companies compromised in hosting service hack,2024-03-01,CyberEventType.RANSOMWARE,,Technology,12,C6,Large organisation(s),Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
f5939a6d-6f14-4ffd-843a-d34630dadc1d,iOS Banking Trojan: Cyber Incident Review | Waterstons,2024-03-01,CyberEventType.MALWARE,WATERSTONS PTY LTD,Technology/IT Consulting,,C6,Medium-sized organisation(s),Unsuccessful low-level malicious attack,0.75,gpt-4o,2025-11-18T16:48:04.975799
f3c91281-8658-4432-901b-198e72efdbe3,Ransomware Gang Leaks Data From Australian Mining Company ...,2024-03-01,CyberEventType.RANSOMWARE,,,0,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
ea2e70ce-b83a-44b3-bc06-1a35d9765054,Second Australian rare-earth mineral company targeted in cyber attack,2024-03-01,CyberEventType.DENIAL_OF_SERVICE,,,0,C6,Regulated critical infrastructure,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.975799
53e17f0b-489e-4f36-9f9a-2dfce036aeb1,LockBit Ransomware Claim Against GaP Solutions,2024-02-29,CyberEventType.RANSOMWARE,,,0,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
37bf3d42-b988-4a08-a9a4-f68e0018a46d,Fortnite game developer Epic Games allegedly hacked,2024-02-28,CyberEventType.RANSOMWARE,"Epic Games, Inc.",Technology,,C6,Large organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
dd856df3-a0d8-4ccf-ac75-1172d845199f,"Kadac Australia hit by Medusa ransomware attack, threat group demands $100k",2024-02-12,CyberEventType.RANSOMWARE,Kadac Pty Ltd,Retail,,C6,Medium-sized organisation(s),Isolated compromise,0.75,gpt-4o,2025-11-18T16:48:04.975799
85be0d64-0480-4086-8d5b-990d19abce3f,Australia sends expert teams to Fiji as Chinese state-backed ...,2024-02-01,CyberEventType.STATE_SPONSORED_ATTACK,,,0,C6,National security,Unsuccessful low-level malicious attack,0.7,gpt-4o,2025-11-18T16:48:04.975799
c6a31210-0020-42da-ab32-c9bed7df2454,Homeowners urged to be vigilant for scams after ‘shocking’ data breach at major smoke alarm provider,2024-02-01,CyberEventType.DATA_BREACH,Smoke Alarm Solutions Pty Ltd,Retail,762856,C2,Large organisation(s),Extensive compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
11957205-3396-4ad6-b29a-89b8fb316f2f,American Express customers exposed in third-party breach,2024-02-01,CyberEventType.DATA_BREACH,American Express Company,Finance,50000,C3,Large organisation(s),Extensive compromise,0.85,gpt-4o,2025-11-18T16:48:04.975799
02d70df4-9fe9-4503-b3e7-4ca1c783a4e2,BlackBasta Data Leak Affecting 12 Australian Companies,2024-02-01,CyberEventType.DATA_BREACH,Optimum Health Services Pty Ltd,Healthcare,,C6,Regulated critical infrastructure,Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
4daacc21-5ea5-4845-a3c1-cd9c4d79c1a1,Pound Road Medical Center Data Breach,2024-02-01,CyberEventType.DATA_BREACH,The Trustee for NARRE WARREN MEDICAL CENTRE UNIT TRUST,Healthcare,,C6,Small organisation(s),Isolated compromise,0.7,gpt-4o,2025-11-18T16:48:04.975799
602e9a05-f537-4261-8216-95da5dbb8ab6,Governance Toolkit: Cyber security | ACNC,2024-02-01,CyberEventType.RANSOMWARE,,,,C6,Member(s) of the public,Unsuccessful low-level malicious attack,0.6,gpt-4o,2025-11-18T16:48:04.975799
