entity_id,entity_name,employee_count,turnover,entity_kind,size_estimate,size_confidence,size_employees,size_revenue_aud,industry,deduplicated_event_id,title,event_date,event_type,records_affected,vendor_organization_name,date_confidence,confidence_score,total_data_sources,source_members,org_size,org_size_score,org_size_unknown,employee_size,turnover_size,entity_kind_group,sector_proxy,records_bucket
5085,Daughterly Care,50.0,,organisation,MEDIUM,0.8,50.0,5000000.0,Government,e012a675-f68a-4a36-89ca-e4a21da194c1,Daughterly Care Data Breach,2024-09-22,Data Breach,,,,0.65,1,1,MEDIUM,2.0,0,medium,unknown,organisation,government,unknown
6410,DaVita Inc.,60000.0,,organisation,HUGE,1.0,60000.0,17000000000.0,Healthcare,7e7e266d-5c39-4b2a-90e7-4d56505e6485,DaVita Inc. Healthcare Data Breach,2025-03-24,Data Breach,2690000.0,,,0.5,1,1,HUGE,4.0,0,very_large,unknown,organisation,health,100k+
4908,DBG Health,1250.0,,organisation,LARGE,0.7,1250.0,2000000000.0,Healthcare,f7e36d3d-2a10-46cb-87a3-d2696a7cbe5f,Ransomware Attack on DBG Health Compromises Medical Data,2024-08-25,Ransomware,,,,0.5,7,7,LARGE,3.0,0,very_large,unknown,organisation,health,unknown
1495,Deakin University,6051.0,,organisation,HUGE,1.0,6051.0,1200000000.0,Education,999b3e4f-8307-4e6c-bce7-8ac84d542f76,Deakin University data breach (July 2022),2022-07-10,Data Breach,46980.0,Skillfield IT,,0.5,7,6,HUGE,4.0,0,very_large,unknown,organisation,education,10k-100k
4329,Dell,100000.0,,organisation,HUGE,1.0,100000.0,178400000000.0,Technology,c1c325e1-6ff4-4c64-a286-15c032fe9487,Dell warns of data breach affecting 49m customers,2024-04-01,Data Breach,49000000.0,Dell,,0.85,1,1,HUGE,4.0,0,very_large,unknown,organisation,technology,100k+
4329,Dell,100000.0,,organisation,HUGE,1.0,100000.0,178400000000.0,Technology,9ecb03ce-0ac4-4d73-83c3-4ef069898036,Dell allegedly breached twice in 1 weekend,2024-09-01,Data Breach,10800.0,,,0.85,1,1,HUGE,4.0,0,very_large,unknown,organisation,technology,10k-100k
3194,Deloitte,300000.0,,organisation,HUGE,1.0,300000.0,93750000000.0,Other,1c39e2bc-e12d-472b-a980-c7ce544c5c39,Deloitte cyber-attack exposes client emails (October 2016),2016-10-01,Data Breach,,,,0.5,1,1,HUGE,4.0,0,very_large,unknown,organisation,other,unknown
2455,"Department for Education, Children and Young People",12000.0,,organisation,HUGE,1.0,12000.0,1600000000.0,Government,2bbf2c01-1a41-4a80-8f4e-8545c8e9b097,DECYP cybersecurity incident,2026-05-18,Other,,Stay Secure,,0.5,2,2,HUGE,4.0,0,very_large,unknown,organisation,government,unknown
5703,Department of Communities and Justice (DCJ),12500.0,,government_body,HUGE,1.0,12500.0,4000000000.0,Government,be931ffd-b9ea-4ba0-bd41-1220ba0debbe,NSW Online Registry Website data breach (March 2025),2025-03-25,Data Breach,9000.0,,,0.5,3,3,HUGE,4.0,0,very_large,unknown,government_body,government,1k-10k
416,Department of Customer Service NSW,8000.0,,government_body,HUGE,1.0,8000.0,3000000000.0,Government,8eb89166-3960-4e92-8b77-3ab54a64dc2e,"Sensitive business addresses among 500,000 published in COVID data breach",2022-02-15,Data Breach,500000.0,,,0.85,1,1,HUGE,4.0,0,very_large,unknown,government_body,government,100k+
1041,Department of Defence,18000.0,,government_body,HUGE,1.0,18000.0,37000000000.0,Government,7b7f9af5-7995-49a8-8299-88e069426352,Fears private details of Defence Force members compromised in database hack,2020-02-02,Data Breach,20000.0,Powerforce,,0.5,4,4,HUGE,4.0,0,very_large,unknown,government_body,government,10k-100k
1041,Department of Defence,18000.0,,government_body,HUGE,1.0,18000.0,37000000000.0,Government,bcbb5f29-9be0-4705-b6ad-39c2842adad3,Cyber Attack on ADF’s Land 400 Redback Program,2025-10-22,Supply Chain Attack,,MAYA Technologies,,0.65,1,1,HUGE,4.0,0,very_large,unknown,government_body,government,unknown
1140,Department of Education,5500.0,,organisation,HUGE,1.0,5500.0,5200000000.0,Government,696f6068-3c8b-44ac-a6d0-cea91e47a5e3,Instructure cyber security update,2026-05-07,Other,,Instructure,,0.5,1,1,HUGE,4.0,0,very_large,unknown,organisation,government,unknown
4147,Department of Finance,2500.0,,government_body,LARGE,1.0,2500.0,1000000000.0,Government,e05ed49b-0064-4a85-ba53-fe384a807ed2,Information management | Department of Finance,2023-11-02,Data Breach,400.0,,,0.5,1,1,LARGE,3.0,0,very_large,unknown,government_body,government,<1k
2568,Department of Foreign Affairs and Trade,6250.0,,government_body,HUGE,1.0,6250.0,9000000000.0,Government,dd31e2f5-4f4c-486b-ac5e-0ba8bfd89618,DFAT Vulnerability Disclosure,2025-12-01,Vulnerability Exploit,,,,0.65,1,1,HUGE,4.0,0,very_large,unknown,government_body,government,unknown
3224,Department of Health and Wellbeing,4564.0,,organisation,LARGE,1.0,4564.0,8578040000.0,Government,e0cb7db6-f302-428b-848b-57f37241fa4e,SA Health third-party app breach (October 2023),2023-10-16,Data Breach,121.0,Personify Care,,0.5,3,2,LARGE,3.0,0,very_large,unknown,organisation,government,<1k
1155,Department of Home Affairs,15750.0,,government_body,HUGE,1.0,15750.0,8000000000.0,Government,cc94aab4-4415-4f9a-b4b5-73ddbc98a8ac,Information Commissioner orders compensation payable by Home Affairs for breaching detainees’ privacy,2014-02-10,Data Breach,9258.0,,,0.5,5,5,HUGE,4.0,0,very_large,unknown,government_body,government,1k-10k
1155,Department of Home Affairs,15750.0,,government_body,HUGE,1.0,15750.0,8000000000.0,Government,d45c97b5-a581-4914-a304-d7a79ee956ea,Department of Home Affairs data breach (January 2020),2020-01-01,Data Breach,,,,0.85,1,1,HUGE,4.0,0,very_large,unknown,government_body,government,unknown
1155,Department of Home Affairs,15750.0,,government_body,HUGE,1.0,15750.0,8000000000.0,Government,84c30c63-2e05-4708-a1d7-50285d0091ea,Home Affairs Department cyber security breach compromises visa,2024-10-01,Data Breach,,,,0.5,1,1,HUGE,4.0,0,very_large,unknown,government_body,government,unknown
2421,Department of Immigration and Border Protection,11000.0,,organisation,HUGE,1.0,11000.0,7000000000.0,Government,cc94aab4-4415-4f9a-b4b5-73ddbc98a8ac,Information Commissioner orders compensation payable by Home Affairs for breaching detainees’ privacy,2014-02-10,Data Breach,9258.0,,,0.5,5,5,HUGE,4.0,0,very_large,unknown,organisation,government,1k-10k
4515,"Department of Jobs, Skills, Industry and Regions",2000.0,,government_body,LARGE,1.0,2000.0,4100000000.0,Government,5d262786-f5c6-4b57-af10-3cc8d0e8d78b,Vic gov supplier bank details altered in cyber attacks,2024-06-15,Data Breach,,,,0.85,1,1,LARGE,3.0,0,very_large,unknown,government_body,government,unknown
797,Department of Parliamentary Services,1050.0,,organisation,LARGE,1.0,1050.0,120000000.0,Government,fa86e167-c16f-46a1-842d-23bd3cf2132c,China cyber attack on Australian entities (June 2020),2020-06-01,State-Sponsored Attack,,Microsoft,,0.5,4,4,LARGE,3.0,0,very_large,unknown,organisation,government,unknown
4516,Department of Transport and Planning,4750.0,,government_body,LARGE,1.0,4750.0,9500000000.0,Government,5d262786-f5c6-4b57-af10-3cc8d0e8d78b,Vic gov supplier bank details altered in cyber attacks,2024-06-15,Data Breach,,,,0.85,1,1,LARGE,3.0,0,very_large,unknown,government_body,government,unknown
7918,DG Institute,10.0,,organisation,SMALL,0.9,10.0,5000000.0,Other,57d9bc41-b11f-4ccd-9fa5-1a3d5626ef3f,Grubisa companies interfered with Australians’ privacy by scraping data,2026-02-27,Data Breach,,,,0.9,1,1,SMALL,1.0,0,small,unknown,organisation,other,unknown
4141,Diabetes WA,80.0,,organisation,MEDIUM,0.7,80.0,3000000.0,Healthcare,3acea829-63fe-44c7-9415-23797e5c1a34,Letter to impacted clients - Diabetes And Health Solutions,2020-12-01,Data Breach,,,,0.5,1,1,MEDIUM,2.0,0,medium,unknown,organisation,health,unknown
4141,Diabetes WA,80.0,,organisation,MEDIUM,0.7,80.0,3000000.0,,2bf63674-3731-497a-838f-2b0119f7f9d5,Diabetes WA is the latest hacked Australian healthcare organisation,2024-04-01,Data Breach,260000.0,,,0.5,3,3,MEDIUM,2.0,0,medium,unknown,organisation,other,100k+
5109,digiDirect,125.0,,organisation,MEDIUM,0.9,125.0,55000000.0,Retail,1537b298-47ab-40d9-b3c4-26dc5ede4217,digiDirect Data Breach,2024-09-29,Data Breach,304337.0,,,0.65,1,1,MEDIUM,2.0,0,medium,unknown,organisation,retail,100k+
14343,Distinctive Systems,50.0,,organisation,MEDIUM,0.8,50.0,6000000.0,Technology,88757002-4c01-40e5-ac2e-0f34b1f4b52f,INC Ransom ransomware attack on Distinctive Systems,2026-01-19,Ransomware,,,,0.5,2,2,MEDIUM,2.0,0,medium,unknown,organisation,technology,unknown
4102,DJI,14000.0,,organisation,HUGE,1.0,14000.0,6000000000.0,Technology,1749862e-23de-4bed-8043-314058f0f293,DJI suffers alleged data breach at the hands of R00TK1T,2024-04-16,Data Breach,,,,0.85,1,1,HUGE,4.0,0,very_large,unknown,organisation,technology,unknown
6719,Dodo,350.0,,organisation,LARGE,0.9,350.0,1100000000.0,Telecommunications,52510523-c9e4-428c-baf8-22b871c4bf96,Dodo parent company Vocus confirms cyber attack hits customer,2025-10-17,Data Breach,1600.0,,,0.5,8,8,LARGE,3.0,0,large,unknown,organisation,telecom_transport,1k-10k
1581,DoorDash,15000.0,,organisation,HUGE,1.0,15000.0,1500000000.0,Technology,481ce5ea-9ab8-4126-b41d-45b82b990a17,DoorDash data breach affecting Australian users (August 2022),2022-08-01,Data Breach,367500.0,,,0.5,3,3,HUGE,4.0,0,very_large,unknown,organisation,technology,100k+
572,Downer Group,28000.0,,organisation,HUGE,1.0,28000.0,10500000000.0,Other,fbad8b23-85e4-4334-bcfd-e4e9fc742154,Spotless hit by ransomware attack,2020-10-15,Ransomware,,,,0.85,1,1,HUGE,4.0,0,very_large,unknown,organisation,other,unknown
3240,DP World,1000.0,,organisation,LARGE,0.8,1000.0,1000000000.0,Other,db19b7c9-3883-4f9d-9828-1ceac82eac23,"DP World cyberattack: Hackers stole data, patch lapse blamed for",2023-11-10,Infrastructure Attack,500000.0,,,0.5,58,58,LARGE,3.0,0,very_large,unknown,organisation,other,100k+
3013,Dymocks,400.0,,organisation,LARGE,0.9,400.0,110000000.0,Retail,42c10955-eeac-4b28-999b-2acc1c46c81d,Dymocks data breach linked to external data partner (2023),2023-06-01,Data Breach,1240000.0,Australian Cyber Security Magazine,,0.85,9,9,LARGE,3.0,0,large,unknown,organisation,retail,100k+
3650,Eagers Automotive,7750.0,,organisation,HUGE,1.0,7750.0,13000000000.0,Other,3ba18e8b-e619-4e1f-87a5-391bc4452e64,Customers warned after major car dealership group Eagers Automotive hacked,2023-12-27,Other,,,,0.85,5,5,HUGE,4.0,0,very_large,unknown,organisation,other,unknown
4852,Early Settler,600.0,,organisation,LARGE,0.8,600.0,1000000000.0,Retail,c5de9182-29d7-423a-b474-14365827b68f,Early Settler Data Breach,2024-07-01,Data Breach,1100000.0,,,0.5,3,3,LARGE,3.0,0,large,unknown,organisation,retail,100k+
789,Eastern Health,10000.0,,organisation,HUGE,0.9,10000.0,2000000000.0,Healthcare,71a003a4-b1bf-46cd-9c73-13e35be0ae09,Ransomware Incident at Eastern Health,2021-03-16,Other,31500.0,,,0.5,5,5,HUGE,4.0,0,very_large,unknown,organisation,health,10k-100k
23008,EBR Systems,90.0,,organisation,MEDIUM,0.9,90.0,10000000.0,Other,da8470fe-5280-4498-9bd0-279f9a937e62,Australian MedTech Firm EBR Systems Flags Possible Data Breach,2026-02-13,Data Breach,,,,0.5,1,1,MEDIUM,2.0,0,medium,unknown,organisation,other,unknown
23483,Elina Medical Weight Loss Clinic,10.0,,organisation,SMALL,0.6,10.0,1000000.0,Healthcare,e45a821b-8fbf-4a09-9478-ae2b98cef686,Elina Medical Weight Loss Clinic HotDoc account compromise,2019-01-01,Data Breach,28000.0,HotDoc,,0.65,1,1,SMALL,1.0,0,small,unknown,organisation,health,10k-100k
3835,Elite Supplements,100.0,,organisation,MEDIUM,0.7,100.0,30000000.0,Other,4d84c709-7542-4c02-b298-f366413488d0,Customer data stolen in major Australian supplement brand cyber attack,2024-01-30,Data Breach,,,,0.85,1,1,MEDIUM,2.0,0,medium,unknown,organisation,other,unknown
2926,Energy One,150.0,,organisation,MEDIUM,0.9,150.0,35000000.0,Technology,c1e0d1c3-7ec4-481e-9827-d9f685b510aa,Cyber Attack on Energy One,2023-08-18,Ransomware,,,,0.5,4,4,MEDIUM,2.0,0,medium,unknown,organisation,technology,unknown
1817,EnergyAustralia,,,organisation,HUGE,0.6,,,Energy,709da74d-15e5-4cfc-a541-de0677177ca1,EnergyAustralia latest to be hit by cyber-attack as details of,2022-09-30,Data Breach,323.0,,,0.5,1,1,HUGE,4.0,0,unknown,unknown,organisation,industrial,<1k
3847,Epic Games,6000.0,,organisation,HUGE,0.9,6000.0,9000000000.0,Technology,78f803d5-470a-4530-86f3-478b08eb1f80,Fortnite game developer Epic Games allegedly hacked,2024-02-28,Ransomware,,,,0.85,1,1,HUGE,4.0,0,very_large,unknown,organisation,technology,unknown
12248,Epworth HealthCare,6000.0,,organisation,HUGE,0.9,6000.0,1250000000.0,Healthcare,6787966b-1d75-41f5-bf43-d5845a0ef812,Epworth HealthCare ransomware breach,2025-06-01,Data Breach,,,,0.5,4,4,HUGE,4.0,0,very_large,unknown,organisation,health,unknown
22828,Eric Davis Dental,10.0,,organisation,SMALL,0.7,10.0,3000000.0,Healthcare,e1f8e441-99f8-4039-9504-2e45d3d944bc,Eric Davis Dental listed as Gunra ransomware data breach victim,2026-04-08,Data Breach,500.0,,,0.5,5,5,SMALL,1.0,0,small,unknown,organisation,health,<1k
6075,Ethnic Communities Council of Queensland,30.0,,organisation,MEDIUM,0.9,30.0,3500000.0,,351f1fd9-dbe4-4c3d-838c-d8bce4dcb59b,Cyber incident / ECCQ Ethnic Communities Council of Queensland,2024-12-01,Other,,,,0.5,3,1,MEDIUM,2.0,0,small,unknown,organisation,government,unknown
900,Eufy,2000.0,,organisation,LARGE,0.9,2000.0,392000000.0,Technology,cac59f6a-6913-4baa-a569-798445640bb5,Aussie families caught up in major home security camera breach,2021-05-17,Data Breach,,,,0.5,1,1,LARGE,3.0,0,very_large,unknown,organisation,technology,unknown
23120,Euro,,,organisation,MEDIUM,0.6,,,Other,2f4ccd6e-4d45-428e-ad6b-b51957ce64fc,Australian travellers may be caught up in Euro rail pass data breach,2025-12-26,Data Breach,,,,0.5,1,1,MEDIUM,2.0,0,unknown,unknown,organisation,other,unknown
1936,Eventus WholeHealth,,,organisation,UNKNOWN,0.4,,,Healthcare,21d1b49e-d2f2-4287-a48b-cfd463a94ea4,Australia sanctions Russian hacker over Medibank cyber attack,2022-06-01,Other,9700000.0,,,0.5,98,98,UNKNOWN,2.8546875,1,unknown,unknown,organisation,health,100k+
5466,Evidn,20.0,,organisation,MEDIUM,0.9,20.0,10000000.0,Technology,e45f3cf4-77dd-4b39-9d0d-d8b40e3610ba,Everest Ransomware Breach of Evidn,2025-01-09,Ransomware,,,,0.5,4,4,MEDIUM,2.0,0,small,unknown,organisation,technology,unknown
4808,Evolution Mining,1500.0,,organisation,LARGE,0.8,1500.0,3500000000.0,Other,c70d5873-197c-449c-b462-634cbed2ad60,Gold producer Evolution Mining confirms ransomware cyber attack,2024-08-01,Ransomware,,,,0.5,11,11,LARGE,3.0,0,very_large,unknown,organisation,other,unknown
4503,Evolve Bank & Trust,650.0,,organisation,LARGE,0.9,650.0,405000000.0,Financial,30449ec8-0ac7-44b6-a077-a3372299f10c,"7.6m impacted in Evolve breach, Wise customers affected",2024-02-09,Data Breach,7640112.0,,,0.85,1,1,LARGE,3.0,0,large,unknown,organisation,finance,100k+
6777,Facade Innovations,50.0,,organisation,MEDIUM,0.9,50.0,5000000.0,Other,7e543fe9-270e-46c4-ae15-1a710983eb70,INC Ransom ransomware attack on Facade Innovations,2025-11-13,Ransomware,80.0,,,0.65,1,1,MEDIUM,2.0,0,medium,unknown,organisation,other,<1k
248,Facebook,,,product,UNKNOWN,0.9,,,Technology,23ab3eb4-f0f5-42a5-b957-f3b59f40db32,Facebook data leak: Details of 533 million users found on site for hackers,2019-09-01,Data Breach,533000000.0,,,0.85,1,1,UNKNOWN,2.8546875,1,unknown,unknown,other_or_unknown,technology,100k+
369,Fast VPN,13.0,,organisation,SMALL,0.7,13.0,1000000.0,Technology,078ee33c-7f1b-4dbe-a7f3-519cb0086840,Data breach of free VPN providers exposes details of millions of users,2020-06-27,Data Breach,20000000.0,,,0.85,1,1,SMALL,1.0,0,small,unknown,organisation,technology,100k+
117,Federal Court,1466.0,,government_body,LARGE,0.9,1466.0,399000000.0,Government,07d391be-d270-4e7e-82f4-5e9794eda5ab,Federal court data breach sees names of protection visa applicants made public,2020-03-31,Data Breach,400.0,,,0.85,1,1,LARGE,3.0,0,very_large,unknown,government_body,government,<1k
869,Federal Group,5000.0,,organisation,HUGE,0.9,5000.0,1000000000.0,Other,13796692-c5bf-4335-ac01-78dcaa623694,Ransomware Attack on Federal Group,2021-04-03,Ransomware,,,,0.65,1,1,HUGE,4.0,0,very_large,unknown,organisation,other,unknown
2704,FIIG Securities,150.0,,organisation,MEDIUM,0.9,150.0,50000000.0,Financial,a7b90b19-ee4f-47f3-9245-05590a10c27e,FIIG Securities cyberattack and client data compromise,2023-05-19,Data Breach,18000.0,,,0.5,28,28,MEDIUM,2.0,0,medium,unknown,organisation,finance,10k-100k
1037,Finite Recruitment,125.0,,organisation,MEDIUM,0.9,125.0,55000000.0,Other,036fb79a-324c-4545-9df6-0e1af78c5371,Finite Recruitment data breach (October 2021),2021-10-01,Data Breach,,,,0.5,5,5,MEDIUM,2.0,0,medium,unknown,organisation,other,unknown
5205,Finsure,350.0,,organisation,LARGE,0.7,350.0,55000000.0,Financial,424ea4a8-a698-429a-b39a-32b88fcf6785,Exclusive: Aussie mortgage broker Finsure confirms 'cyber incident,2024-10-15,Data Breach,296124.0,ActivePipe,,0.5,5,5,LARGE,3.0,0,large,unknown,organisation,finance,100k+
2006,Fire Rescue Victoria,4600.0,,organisation,LARGE,1.0,4600.0,1050000000.0,Government,6641ba39-9359-4ee5-869c-2f674a6ca071,Fire Rescue Victoria cyber attack (December 2022),2022-12-15,Infrastructure Attack,10000.0,,,0.5,8,7,LARGE,3.0,0,very_large,unknown,organisation,government,10k-100k
653,FireEye,3000.0,,organisation,LARGE,0.9,3000.0,600000000.0,Technology,240e0962-840b-4d38-9b79-63d9514fb8d4,"FireEye discloses breach, theft of red team tools",2020-12-01,Data Breach,,,,0.85,1,1,LARGE,3.0,0,very_large,unknown,organisation,technology,unknown
4283,Firstmac Limited,615.0,,organisation,LARGE,0.9,615.0,1300000000.0,Financial,cb0f253f-ac0b-414a-bca8-23a39283a6ba,Firstmac Limited - Cyber Incident (loans.com.au Business Partner) : r,2024-04-30,Data Breach,,,,0.5,2,2,LARGE,3.0,0,large,unknown,organisation,finance,unknown
252,Fisher & Paykel Appliances,4000.0,,organisation,LARGE,0.9,4000.0,1200000000.0,Manufacturing,f39174e4-8f6d-4591-b20b-8564eadcbead,Fisher & Paykel Appliances struck by Nefilim ransomware,2020-06-01,Ransomware,,,,0.85,1,1,LARGE,3.0,0,very_large,unknown,organisation,industrial,unknown
372,Flash VPN,5.0,,organisation,SMALL,0.7,5.0,,Technology,078ee33c-7f1b-4dbe-a7f3-519cb0086840,Data breach of free VPN providers exposes details of millions of users,2020-06-27,Data Breach,20000000.0,,,0.85,1,1,SMALL,1.0,0,small,unknown,organisation,technology,100k+
4669,Fletcher International Group,700.0,,organisation,LARGE,0.9,700.0,400000000.0,Other,a678ea40-2655-4a9a-8a42-a2d4be9d36c6,Cyber Incident News - Fletcher International Group,2024-07-01,Other,,,,0.5,1,1,LARGE,3.0,0,large,unknown,organisation,other,unknown
663,Flight Centre,6000.0,,organisation,HUGE,1.0,6000.0,2800000000.0,Other,333cc4cb-dea7-413a-9e92-5ad259ffc000,"Flight Centre hackathon behind 2017 breach, exposed 6918 customers' data",2017-03-24,Data Breach,6918.0,,,0.5,7,7,HUGE,4.0,0,very_large,unknown,organisation,other,1k-10k
1992,Flora & Fauna,13.0,,organisation,SMALL,0.9,13.0,5000000.0,Other,439d2358-ef43-4451-90ae-e8cd45f19b9d,Credit card details likely exposed in skincare online shopping hack,2022-08-13,Data Breach,2500.0,,,0.85,1,1,SMALL,1.0,0,small,unknown,organisation,other,1k-10k
3713,Football Australia,125.0,,organisation,MEDIUM,0.8,125.0,123700000.0,Other,4722f686-18c5-4243-8a78-a313e9311a35,Football Australia data breach (March 2022),2022-03-26,Data Breach,1834.0,Amazon Web Services (AWS),,0.5,3,3,MEDIUM,2.0,0,medium,unknown,organisation,other,1k-10k
1484,ForceNet,,,organisation,UNKNOWN,0.9,,,Other,f46824ae-3b60-4b50-b267-014c0e2985ba,ForceNet Defence Contractor Data Breach,2022-10-01,Data Breach,4000.0,,,0.65,1,1,UNKNOWN,2.8546875,1,unknown,unknown,organisation,other,1k-10k
4978,Fortinet,15000.0,,organisation,HUGE,1.0,15000.0,10600000000.0,Technology,44278a7f-78be-4f4b-a1cd-0f4b55a2ca27,"PODCAST: Fortinet hacked, a data breach in New Zealand, and new privacy laws in Australia",2024-09-01,Data Breach,2000.0,,,0.5,5,5,HUGE,4.0,0,very_large,unknown,organisation,technology,1k-10k
862,Fortnum Private Wealth,35.0,,organisation,MEDIUM,0.7,35.0,5000000.0,Financial,be90addc-7fe6-4af4-ae74-a9c9abb9686e,ASIC sues Fortnum Private Wealth over alleged cyber security breach,2023-05-11,Data Breach,9828.0,,,0.5,4,4,MEDIUM,2.0,0,small,unknown,organisation,finance,1k-10k
370,Free VPN,,,organisation,UNKNOWN,0.4,,,Technology,078ee33c-7f1b-4dbe-a7f3-519cb0086840,Data breach of free VPN providers exposes details of millions of users,2020-06-27,Data Breach,20000000.0,,,0.85,1,1,UNKNOWN,2.8546875,1,unknown,unknown,organisation,technology,100k+
23509,Fremantle Football Club,195.0,,organisation,MEDIUM,0.9,195.0,75124000.0,Sport,2d265445-dc02-46c7-9c87-fb2b60888d12,Fremantle apologise for AFL data breach,2022-09-10,Data Breach,,,,0.85,1,1,MEDIUM,2.0,0,medium,unknown,organisation,other,unknown
5955,Freshwater Bay Primary School,45.0,,organisation,MEDIUM,0.9,45.0,5000000.0,Education,da01df5c-ddc8-4a8f-8a70-ed93aacd2f8b,Freshwater Bay Primary School investigating major security breach,2025-04-01,Data Breach,,,,0.5,1,1,MEDIUM,2.0,0,small,unknown,organisation,education,unknown
22813,FriendlyCare Pharmacy,60.0,,organisation,MEDIUM,0.8,60.0,25000000.0,Retail,f91af64b-51a8-4ced-b6a4-bc99a94bc512,FriendlyCare Pharmacy alleged Kairos ransomware breach,2026-04-15,Ransomware,,,,0.5,6,6,MEDIUM,2.0,0,medium,unknown,organisation,retail,unknown
5133,Funlab,1750.0,,organisation,LARGE,0.9,1750.0,180000000.0,Other,0ac88646-6155-49cb-9436-eaea62662882,"Cyberattack: Australian entertainment company Funlab, which owns",2024-09-20,Ransomware,,,,0.5,2,2,LARGE,3.0,0,very_large,unknown,organisation,other,unknown
1525,G4S Australia,2000.0,,organisation,LARGE,0.8,2000.0,,Other,dcc2ba57-4816-4809-9737-6f0b2e729ccf,G4S Australia Cyber Security Incident,2022-07-05,Data Breach,,,,0.5,2,2,LARGE,3.0,0,very_large,unknown,organisation,other,unknown
23522,Galvatech,15.0,,organisation,SMALL,0.9,15.0,5000000.0,Other,fbab450f-0b52-43c1-88f5-508ab55a2b2c,Qilin Ransomware Attack on Australian Steel Industry Company,2025-04-01,Ransomware,23000.0,,,0.5,2,2,SMALL,1.0,0,small,unknown,organisation,other,10k-100k
3820,GaP Solutions,35.0,,organisation,MEDIUM,0.9,35.0,5000000.0,Retail,b4374883-198b-4637-9478-f1cca6a00ec1,GaP Solutions bit by LockBit ransomware attack,2024-02-29,Ransomware,,,,0.85,1,1,MEDIUM,2.0,0,small,unknown,organisation,retail,unknown
360,Garmin,19500.0,,organisation,HUGE,1.0,19500.0,7500000000.0,Technology,24f9cc09-05ad-4f31-a891-87909a3bef2f,Garmin goes down after suspected ransomware attack,2020-07-23,Ransomware,,,,0.85,1,1,HUGE,4.0,0,very_large,unknown,organisation,technology,unknown
22289,Gelatissimo,800.0,,organisation,LARGE,0.8,800.0,30000000.0,Retail,6380510a-52fa-40cd-a607-89dfb81f028c,Gelatissimo ransomware-related cyber attack and potential data breach,2026-04-27,Ransomware,,,,0.65,13,13,LARGE,3.0,0,large,unknown,organisation,retail,unknown
59,Genea,550.0,,organisation,LARGE,0.7,550.0,250000000.0,Healthcare,0362d1d4-c904-415e-910a-73c4a9ca4e8b,Genea IVF Clinic Data Breach (January 2025),2025-01-31,Data Breach,700.0,BabySentry,,0.5,37,37,LARGE,3.0,0,large,unknown,organisation,health,<1k
22319,Genealogy SA,10.0,,organisation,SMALL,0.9,10.0,1000000.0,,483de08f-1cbe-4f68-b678-833e490a58b3,Genealogy SA cyber incident with alleged data theft and leak,2026-02-01,Ransomware,4300.0,SafePay,,0.5,6,6,SMALL,1.0,0,small,unknown,organisation,other,1k-10k
22530,Generation Life,100.0,,organisation,MEDIUM,0.7,100.0,55000000.0,Financial,b54cf97a-c3e9-4352-bddd-c38b3b618176,Generation Life notifies customers of cyber incident and potential data breach,2026-04-01,Data Breach,,,,0.65,13,13,MEDIUM,2.0,0,medium,unknown,organisation,finance,unknown
4796,Gibbs Hurley,25.0,,organisation,MEDIUM,0.9,25.0,5100000.0,Other,5dc81d45-ac4b-480b-bd3b-de632532b412,Ransomware attack allegedly strikes accounting firm,2024-07-15,Ransomware,,,,0.5,1,1,MEDIUM,2.0,0,small,unknown,organisation,other,unknown
5415,Globelink International,12.0,,organisation,SMALL,0.6,12.0,5000000.0,Transportation,a2dbf026-e41e-49e5-bf12-0e6cdcce4b79,Globelink International ransomware attack,2025-11-01,Ransomware,29843.0,,,0.65,2,2,SMALL,1.0,0,small,unknown,organisation,telecom_transport,10k-100k
23257,GO2 Health,15.0,,organisation,SMALL,0.7,15.0,3000000.0,Healthcare,fd91f95c-c58e-40a7-ad3c-c84d69c098a6,"GO2 Health confirms limited data breach, patient data remains largely secure",2020-01-01,Data Breach,,,,0.5,6,1,SMALL,1.0,0,small,unknown,organisation,health,unknown
1081,GoDaddy,5900.0,,organisation,HUGE,1.0,5900.0,7000000000.0,Technology,6148875b-56da-4718-b34c-37389f42896a,Cybersecurity experts weigh in on GoDaddy data breach,2021-09-06,Data Breach,1200000.0,,,0.85,1,1,HUGE,4.0,0,very_large,unknown,organisation,technology,100k+
5030,Goodline,250.0,,organisation,LARGE,0.7,250.0,50000000.0,Other,c5906d2d-050a-4b1e-86f9-f1fd95a6ade8,Goodline RansomHub Cyber Attack,2024-09-17,Ransomware,,,,0.5,3,3,LARGE,3.0,0,large,unknown,organisation,other,unknown
22656,Goodstone Group,100.0,,organisation,MEDIUM,0.7,100.0,30000000.0,Other,0bce440e-b007-467f-8d78-32e07766384c,Exclusive: Tassie hospitality group confirms CMD Organization ransomware attack,2026-02-12,Ransomware,350.0,,,0.5,4,1,MEDIUM,2.0,0,medium,unknown,organisation,other,<1k
311,Google,181000.0,,organisation,HUGE,1.0,181000.0,484000000000.0,Technology,519e3671-d272-487f-aec0-b9e115d4b8c8,Google Chrome Security Breach: 33 Million Downloads Of Spyware,2020-06-15,Malware,33000000.0,,,0.85,1,1,HUGE,4.0,0,very_large,unknown,organisation,technology,100k+
