entity_id,entity_name,industry,entity_kind,entity_kind_group,org_size,org_size_score,org_size_unknown,size_confidence,employee_size,turnover_size,sector_proxy,prior_records_band,prior_event_number,prior_event_date,prior_event_ids,prior_titles,spell_end_date,next_event_ids,next_titles,duration_days,event,event_number_cat,elapsed_band
384,University of Melbourne,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,100k+,1,2020-08-01,483f27b2-466e-452f-b09f-312dd04875a8,ProctorU Data Breach Impacts Australian Universities,2026-08-05,,,2195,0,1,>1460
385,University of Queensland,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,100k+,1,2020-08-01,483f27b2-466e-452f-b09f-312dd04875a8,ProctorU Data Breach Impacts Australian Universities,2026-08-05,,,2195,0,1,>1460
386,University of Tasmania,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,10k-100k,1,2020-02-27,1206b2b3-5450-41d8-a5e5-f9186d6c4ca1,University of Tasmania Data Breach,2020-08-01,483f27b2-466e-452f-b09f-312dd04875a8,ProctorU Data Breach Impacts Australian Universities,156,1,1,0-180
386,University of Tasmania,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,100k+,2,2020-08-01,483f27b2-466e-452f-b09f-312dd04875a8,ProctorU Data Breach Impacts Australian Universities,2022-05-01,18c7b1e4-fe88-4328-b947-23bb85513570,2022 Cyber-Attacks in Australia: A Year of Cyber Security,638,1,2,366-730
386,University of Tasmania,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,unknown,3,2022-05-01,18c7b1e4-fe88-4328-b947-23bb85513570,2022 Cyber-Attacks in Australia: A Year of Cyber Security,2026-08-05,,,1557,0,3+,>1460
387,James Cook University,Technology,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,technology,100k+,1,2020-08-01,483f27b2-466e-452f-b09f-312dd04875a8,ProctorU Data Breach Impacts Australian Universities,2026-03-06,3704ea6f-bf68-4bda-9fa2-6a1497b66bb7,James Cook University security incident,2043,1,1,>1460
387,James Cook University,Technology,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,technology,unknown,2,2026-03-06,3704ea6f-bf68-4bda-9fa2-6a1497b66bb7,James Cook University security incident,2026-08-05,,,152,0,2,0-180
388,Swinburne University of Technology,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,1k-10k,1,2013-01-01,6026b520-0c9c-46a1-8aa4-04591c79b839,"Swinburne University data breach exposes details of 5000 staff, students",2020-08-01,483f27b2-466e-452f-b09f-312dd04875a8,ProctorU Data Breach Impacts Australian Universities,2769,1,1,>1460
388,Swinburne University of Technology,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,100k+,2,2020-08-01,483f27b2-466e-452f-b09f-312dd04875a8,ProctorU Data Breach Impacts Australian Universities,2021-03-01,4fbd14e0-d5bc-4dce-97d8-44d9885c0675,"The incident reported at the provided URL concerns a **data breach at Swinburne University of Technology** in April 2021, where the personal details of over 5,000 individuals were inadvertently exposed online[1][2][3][4][5]",212,1,2,181-365
388,Swinburne University of Technology,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,1k-10k,3,2021-03-01,4fbd14e0-d5bc-4dce-97d8-44d9885c0675,"The incident reported at the provided URL concerns a **data breach at Swinburne University of Technology** in April 2021, where the personal details of over 5,000 individuals were inadvertently exposed online[1][2][3][4][5]",2024-08-30,80586c96-5038-4e0e-aa3b-b0efe71d976d,Exclusive: Swinburne University confirms its Sarawak Campus has been hacked,1278,1,3+,731-1460
388,Swinburne University of Technology,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,1k-10k,4,2024-08-30,80586c96-5038-4e0e-aa3b-b0efe71d976d,Exclusive: Swinburne University confirms its Sarawak Campus has been hacked,2026-08-05,,,705,0,3+,366-730
389,University of Western Australia,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,unknown,1,2013-01-01,2a75dc3c-3eb7-4a4d-9461-33245ce943b3,University of Western Australia Data Breach Exposes Staff and Student Passwords,2020-08-01,483f27b2-466e-452f-b09f-312dd04875a8,ProctorU Data Breach Impacts Australian Universities,2769,1,1,>1460
389,University of Western Australia,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,100k+,2,2020-08-01,483f27b2-466e-452f-b09f-312dd04875a8,ProctorU Data Breach Impacts Australian Universities,2022-12-01,59608d46-26be-46ec-b76f-ad55867f83a6,University of Western Australia data breach (2022),852,1,2,731-1460
389,University of Western Australia,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,unknown,3,2022-12-01,59608d46-26be-46ec-b76f-ad55867f83a6,University of Western Australia data breach (2022),2023-01-01,29b68226-573d-4cb2-896a-5466f70db71a,DDoS Attacks on Australian Government and University Targets by DieNet,31,1,3+,0-180
389,University of Western Australia,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,1k-10k,4,2023-01-01,29b68226-573d-4cb2-896a-5466f70db71a,DDoS Attacks on Australian Government and University Targets by DieNet,2024-06-01,174c8b17-caf6-4c43-951f-e1e5c80c0479,UN Women Australia thwarts cyber attack with Cloudflare aid,517,1,3+,366-730
389,University of Western Australia,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,unknown,5,2024-06-01,174c8b17-caf6-4c43-951f-e1e5c80c0479,UN Women Australia thwarts cyber attack with Cloudflare aid,2025-08-10,ea3f8b6c-86ed-43a4-829e-ca6f8c4dba9d,University of Western Australia data breach (2025),435,1,3+,366-730
389,University of Western Australia,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,unknown,6,2025-08-10,ea3f8b6c-86ed-43a4-829e-ca6f8c4dba9d,University of Western Australia data breach (2025),2026-02-01,65bc9e73-5abe-49f0-a7d5-452dd0f59866,Student data compromised in second University of Western Australia,175,1,3+,0-180
389,University of Western Australia,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,unknown,7,2026-02-01,65bc9e73-5abe-49f0-a7d5-452dd0f59866,Student data compromised in second University of Western Australia,2026-08-05,,,185,0,3+,181-365
390,Curtin University,Technology,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,technology,100k+,1,2020-08-01,483f27b2-466e-452f-b09f-312dd04875a8,ProctorU Data Breach Impacts Australian Universities,2026-08-05,,,2195,0,1,>1460
391,University of Adelaide,Technology,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,technology,100k+,1,2020-08-01,483f27b2-466e-452f-b09f-312dd04875a8,ProctorU Data Breach Impacts Australian Universities,2026-08-05,,,2195,0,1,>1460
396,RI Advice Group Pty Ltd,Financial,organisation,organisation,MEDIUM,2.0,0,0.8,small,unknown,finance,<1k,1,2016-12-01,8381684b-3d2e-4f22-80b4-e77b50c08f61,RI Advice Group data breaches (December 2016),2026-08-05,,,3534,0,1,>1460
397,IOOF Holdings Limited,Financial,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,finance,unknown,1,2022-04-01,0e48ba59-7575-44fb-a2ab-c1e85e1415de,IOOF credential stuffing attack (April 2022),2026-08-05,,,1587,0,1,>1460
408,Australian Securities and Investments Commission,Government,government_body,government_body,LARGE,3.0,0,1.0,very_large,unknown,government,unknown,1,2020-12-28,a4af6ca3-e7e3-4b5a-9c1a-ee804d57082a,Australian Securities and Investments Commission (ASIC) Security Breach,2021-07-01,128220fd-e5a2-4c8b-9911-6eb8ac8a8a4d,ASIC server hit by cyber security breach,185,1,1,181-365
408,Australian Securities and Investments Commission,Government,government_body,government_body,LARGE,3.0,0,1.0,very_large,unknown,government,unknown,2,2021-07-01,128220fd-e5a2-4c8b-9911-6eb8ac8a8a4d,ASIC server hit by cyber security breach,2023-12-15,f0444ee7-84b5-4eb5-bc86-0def26122a54,ASIC experiences four error-caused data breaches since start of 2022,897,1,2,731-1460
408,Australian Securities and Investments Commission,Government,government_body,government_body,LARGE,3.0,0,1.0,very_large,unknown,government,unknown,3,2023-12-15,f0444ee7-84b5-4eb5-bc86-0def26122a54,ASIC experiences four error-caused data breaches since start of 2022,2026-08-05,,,964,0,3+,731-1460
412,Transport for NSW,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,10k-100k,1,2020-08-01,ba561f0b-57e7-460f-946a-a9bb848b3040,Data breach exposes tens of thousands of NSW driver’s licences online,2022-04-01,6251d12b-b6d2-41c3-a0af-9aa1f65d33fd,Data breach a Transport for NSW fail,608,1,1,366-730
412,Transport for NSW,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,<1k,2,2022-04-01,6251d12b-b6d2-41c3-a0af-9aa1f65d33fd,Data breach a Transport for NSW fail,2026-08-05,,,1587,0,2,>1460
416,Department of Customer Service NSW,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,100k+,1,2022-02-15,8eb89166-3960-4e92-8b77-3ab54a64dc2e,"Sensitive business addresses among 500,000 published in COVID data breach",2026-08-05,,,1632,0,1,>1460
475,Australia Post,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,<1k,1,2022-04-01,8df28686-0685-459a-8979-7488435c67ef,Australia Post Employee Data Exposure,2026-08-05,,,1587,0,1,>1460
490,Australian Healthcare Sector,Healthcare,organisation,organisation,UNKNOWN,2.8546875,1,0.4,unknown,unknown,health,unknown,1,2022-06-01,724cd6ea-c1ae-4950-bbc3-84b697d72e23,Australian healthcare sector targeted by ransomware (2020-2022),2026-08-05,,,1526,0,1,>1460
497,Scouts Victoria,,organisation,organisation,MEDIUM,2.0,0,0.8,small,unknown,other,<1k,1,2020-07-01,559da594-19c5-46f9-a6c9-fed1c5c19886,Scouts Victoria data breach (July 2020),2026-08-05,,,2226,0,1,>1460
498,Shenzhen Zhenhua Data Information Technology Co.,Technology,organisation,organisation,MEDIUM,2.0,0,0.6,medium,unknown,technology,100k+,1,2020-09-15,b0925b64-03bc-443b-a8ae-777fb58a05cf,Zhenhua Data information leak (September 2020),2026-08-05,,,2150,0,1,>1460
500,Royal Queensland Yacht Squadron,Other,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,other,<1k,1,2020-09-08,4ea36dad-b19f-4888-86a5-8ff508c8a58c,Royal Queensland Yacht Squadron data breach (September 2020),2026-08-05,,,2157,0,1,>1460
516,Company F,Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,unknown,1,2020-09-01,4fd62bd1-7885-4bef-84a8-d54a7e31f52f,NetWalker Ransomware Attack on Australian Firm Company F,2026-08-05,,,2164,0,1,>1460
520,Australian Information Commissioner,,government_body,government_body,MEDIUM,2.0,0,0.9,medium,unknown,government,unknown,1,2021-07-01,140b4db2-ad3d-43c9-ab92-16b8ad0807df,Amnesty International Canada says it was targeted by China,2026-08-05,,,1861,0,1,>1460
528,CloudBees,Technology,organisation,organisation,LARGE,3.0,0,0.8,large,unknown,technology,unknown,1,2019-09-01,9da2b74c-26a9-45cc-a59c-450dce071582,DevOps solutions provider CloudBees discloses data breach,2026-08-05,,,2530,0,1,>1460
537,Anglicare Sydney,,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,unknown,1,2020-08-31,3ba715e5-2009-45c5-8574-6e87795b5a3d,Anglicare Sydney being held to ransom over sensitive data stolen,2026-08-05,,,2165,0,1,>1460
545,Australian Electoral Commission,Government,government_body,government_body,LARGE,3.0,0,1.0,very_large,unknown,government,1k-10k,1,2019-01-01,4ff334fe-5d06-45a4-bebb-a5e0c448acd5,external Review of the Australian Electoral Commission,2026-08-05,,,2773,0,1,>1460
571,Spotless Group,Other,organisation,organisation,HUGE,4.0,0,0.9,very_large,unknown,other,unknown,1,2020-10-15,fbad8b23-85e4-4334-bcfd-e4e9fc742154,Spotless hit by ransomware attack,2026-08-05,,,2120,0,1,>1460
572,Downer Group,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,unknown,1,2020-10-15,fbad8b23-85e4-4334-bcfd-e4e9fc742154,Spotless hit by ransomware attack,2026-08-05,,,2120,0,1,>1460
583,Nitro PDF,Technology,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,technology,100k+,1,2020-09-28,df84b24c-4958-405c-a5d4-5e2ebb3c7ccc,Nitro PDF Data Breach,2026-08-05,,,2137,0,1,>1460
606,Nexia Australia,Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,unknown,1,2020-11-03,086a7a85-7d93-4341-a1a3-cbe3293886a3,Ransomware Attack on Nexia Australia,2026-08-05,,,2101,0,1,>1460
617,B&R Enclosures,Manufacturing,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,industrial,unknown,1,2020-11-01,06724e6d-b252-4d58-8de6-31807fd1fdf0,Ransomware Attack on B&R Enclosures,2026-08-05,,,2103,0,1,>1460
625,Levitas Capital,Financial,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,finance,unknown,1,2020-09-10,1f0044f3-6aa1-4871-ae8e-85a92155927b,Levitas Capital Cyber Attack,2026-08-05,,,2155,0,1,>1460
629,KM Business Information Australia Pty Ltd,Other,organisation,organisation,MEDIUM,2.0,0,0.6,medium,unknown,other,unknown,1,2026-07-09,39d8a932-ede9-4fd9-aa61-c52a819f3432,OpenAI discloses more victims in rogue agent cyber incident,2026-08-05,,,27,0,1,0-180
630,Law In Order,Other,organisation,organisation,LARGE,3.0,0,0.9,medium,unknown,other,unknown,1,2020-11-01,a771d1db-5fe8-4f1d-b092-d23ba4a7b750,Law in Order Data Breach,2026-08-05,,,2103,0,1,>1460
632,Allens,Other,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,other,unknown,1,2021-01-01,4c3761bf-cb7e-429f-a955-4d6e8680aa73,Allens victim of high-profile cyber attack,2026-08-05,,,2042,0,1,>1460
639,Booking.com,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,unknown,1,2026-04-01,32e6d426-694d-4be4-98cf-2672ce5b25fb,Recession fears | Uber fuel surcharges | Booking.com cyber attack,2026-08-05,,,126,0,1,0-180
642,Prestige Software,Technology,organisation,organisation,UNKNOWN,2.8546875,1,0.4,unknown,unknown,technology,100k+,1,2020-11-15,2a1d6384-0a63-429b-96c6-26c8596aa9c2,"Booking.com, Expedia Group, Hotels.com customers in suspected data breach",2026-08-05,,,2089,0,1,>1460
650,NSW State Transit Authority,Government,unknown,other_or_unknown,LARGE,3.0,0,0.8,very_large,unknown,government,unknown,1,2020-06-11,375c269c-70ce-4702-9950-41446e1e0da6,Ransomware outed as cause of State Transit Authority outage,2026-08-05,,,2246,0,1,>1460
653,FireEye,Technology,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,technology,unknown,1,2020-12-01,240e0962-840b-4d38-9b79-63d9514fb8d4,"FireEye discloses breach, theft of red team tools",2026-08-05,,,2073,0,1,>1460
663,Flight Centre,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,1k-10k,1,2017-03-24,333cc4cb-dea7-413a-9e92-5ad259ffc000,"Flight Centre hackathon behind 2017 breach, exposed 6918 customers' data",2026-08-05,,,3421,0,1,>1460
691,NSW Health,Healthcare,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,health,unknown,1,2020-12-16,ac6c5fd0-1c98-4dca-9e16-aa8758ba8e83,Medical information leaked in NSW Health hack,2025-08-21,7ac3004e-c224-4065-8ac0-33024362f741,"NSW Health Data Breach Exposes Sensitive Staff Records, Raising",1709,1,1,>1460
691,NSW Health,Healthcare,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,health,<1k,2,2025-08-21,7ac3004e-c224-4065-8ac0-33024362f741,"NSW Health Data Breach Exposes Sensitive Staff Records, Raising",2026-08-05,,,349,0,2,181-365
698,Tasmanian Government,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,1,2020-11-01,af5a96f9-4bb9-42c4-bdff-7e4f71801754,Mass hack incident exposes Tasmanian patient’s medical data on public website,2023-01-30,79481f07-ff94-4b50-a9ba-f6711778f9c8,Tasmanian government data breach (January 2023),820,1,1,731-1460
698,Tasmanian Government,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,100k+,2,2023-01-30,79481f07-ff94-4b50-a9ba-f6711778f9c8,Tasmanian government data breach (January 2023),2026-08-05,,,1283,0,2,731-1460
701,Accenture,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,10k-100k,1,2021-08-11,1ec6984d-67cf-47bb-a969-8a34374d9ca4,Accenture ransomware attack (August 2021),2026-08-05,,,1820,0,1,>1460
704,Oxfam Australia,,organisation,organisation,LARGE,3.0,0,0.9,medium,unknown,other,100k+,1,2021-01-20,cfe21920-06d7-4824-b3ce-061a9c43fc02,Everything You Need to Know About Oxfam Australia's Cyber Attack,2026-08-05,,,2023,0,1,>1460
724,Centrelink,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,1,2020-03-23,04b2c814-ad17-4218-87f3-72948a838132,Exclusive: Centrelink denies hacker claims of cyber attack,2023-02-01,8987fd76-be80-47f9-8812-6ce16345dc4a,Data Matching incident (2022-2023),1045,1,1,731-1460
724,Centrelink,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,1k-10k,2,2023-02-01,8987fd76-be80-47f9-8812-6ce16345dc4a,Data Matching incident (2022-2023),2026-08-05,,,1281,0,2,731-1460
730,NT Health,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,10k-100k,1,2018-01-01,658389a9-0024-472e-bc44-ad57930fb005,Thousands of identifiable NT patient health files sent to overseas-based software vendor in government data breach,2021-02-12,b7eb9cae-c633-4797-8f2b-a3467f0c66f8,NT Health data breach (February 2021),1138,1,1,731-1460
730,NT Health,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,1k-10k,2,2021-02-12,b7eb9cae-c633-4797-8f2b-a3467f0c66f8,NT Health data breach (February 2021),2026-08-05,,,2000,0,2,>1460
745,NurseryCam,Other,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,other,10k-100k,1,2021-02-19,aabdd1ca-54c6-4fc1-8543-38b019c122f9,Parents alerted to NurseryCam security breach,2026-08-05,,,1993,0,1,>1460
765,LinkedIn,Technology,product,other_or_unknown,UNKNOWN,2.8546875,1,0.9,unknown,unknown,technology,100k+,1,2021-06-15,bbf4a7ab-1d73-486f-a91c-9cfbca5bc77e,LinkedIn data from 700 million users for sale on hacking forum,2026-08-05,,,1877,0,1,>1460
766,RMIT University,Education,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,education,unknown,1,2021-02-19,5efecaac-18e6-447f-9950-1882b6d3881a,RMIT University Phishing and Ransomware Attack,2026-08-05,,,1993,0,1,>1460
774,Nine Entertainment,Media,organisation,organisation,HUGE,4.0,0,0.9,very_large,unknown,media,unknown,1,2021-03-27,adc51b29-8474-4782-84d0-7ca0c26a546b,"Nine Network under attack by cyber hackers, threatening news",2026-08-05,,,1957,0,1,>1460
789,Eastern Health,Healthcare,organisation,organisation,HUGE,4.0,0,0.9,very_large,unknown,health,10k-100k,1,2021-03-16,71a003a4-b1bf-46cd-9c73-13e35be0ae09,Ransomware Incident at Eastern Health,2026-08-05,,,1968,0,1,>1460
790,Channel 9,Media,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,media,unknown,1,2021-03-27,adc51b29-8474-4782-84d0-7ca0c26a546b,"Nine Network under attack by cyber hackers, threatening news",2026-08-05,,,1957,0,1,>1460
793,Western Australia's Parliament,Government,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,government,unknown,1,2020-06-01,fa86e167-c16f-46a1-842d-23bd3cf2132c,China cyber attack on Australian entities (June 2020),2026-08-05,,,2256,0,1,>1460
797,Department of Parliamentary Services,Government,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,government,unknown,1,2020-06-01,fa86e167-c16f-46a1-842d-23bd3cf2132c,China cyber attack on Australian entities (June 2020),2026-08-05,,,2256,0,1,>1460
808,Victorian Hospitals,Healthcare,organisation,organisation,UNKNOWN,2.8546875,1,0.9,unknown,unknown,health,10k-100k,1,2021-03-16,71a003a4-b1bf-46cd-9c73-13e35be0ae09,Ransomware Incident at Eastern Health,2026-08-05,,,1968,0,1,>1460
816,VIC Health Services,Healthcare,organisation,organisation,UNKNOWN,2.8546875,1,0.4,unknown,unknown,health,unknown,1,2021-03-16,41621f70-edff-4d38-af6a-a43807b51f48,VIC Health Services Ransomware Attack,2026-08-05,,,1968,0,1,>1460
826,Cabrini Hospital,Healthcare,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,health,10k-100k,1,2021-03-16,71a003a4-b1bf-46cd-9c73-13e35be0ae09,Ransomware Incident at Eastern Health,2026-08-05,,,1968,0,1,>1460
830,Lufthansa Group,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,unknown,1,2023-06-01,ad079d9d-89e2-4e08-a6d8-1558f72879d7,LG and Solar Service Guys Respond to Data Breach Allegations,2026-08-05,,,1161,0,1,731-1460
834,Qantas,Transportation,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,telecom_transport,100k+,1,2022-09-07,6bc9c343-550c-47fe-a839-b34b5a8afed6,Qantas cyber incident: Executives punished by the board,2024-07-01,c6f68680-0896-4b20-b716-06699564ef76,Qantas customer passports at risk following frequent flyer cyber theft,663,1,1,366-730
834,Qantas,Transportation,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,telecom_transport,<1k,2,2024-07-01,c6f68680-0896-4b20-b716-06699564ef76,Qantas customer passports at risk following frequent flyer cyber theft,2025-06-01,4c366690-2c6b-46b1-8e8b-b1564fed4b8d,Qantas Airways Says Hackers Leaked Data on Its Customers,335,1,2,181-365
834,Qantas,Transportation,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,telecom_transport,100k+,3,2025-06-01,4c366690-2c6b-46b1-8e8b-b1564fed4b8d,Qantas Airways Says Hackers Leaked Data on Its Customers,2026-08-05,,,430,0,3+,366-730
840,UnitingCare Queensland,,organisation,organisation,HUGE,4.0,0,0.9,very_large,unknown,other,unknown,1,2021-04-01,e7d541b7-341d-4024-904c-3f5d6a3f8a7a,UnitingCare Queensland Cyber Attack,2026-08-05,,,1952,0,1,>1460
855,Australian Consumer Banking,Financial,organisation,organisation,UNKNOWN,2.8546875,1,0.4,unknown,unknown,finance,10k-100k,1,2021-01-01,b35d8a76-8e0e-403f-96dd-a0bfb1d9dd54,Australian Consumer Banking Passwords Exposed by Infostealer Malware,2026-08-05,,,2042,0,1,>1460
862,Fortnum Private Wealth,Financial,organisation,organisation,MEDIUM,2.0,0,0.7,small,unknown,finance,1k-10k,1,2023-05-11,be90addc-7fe6-4af4-ae74-a9c9abb9686e,ASIC sues Fortnum Private Wealth over alleged cyber security breach,2026-08-05,,,1182,0,1,731-1460
869,Federal Group,Other,organisation,organisation,HUGE,4.0,0,0.9,very_large,unknown,other,unknown,1,2021-04-03,13796692-c5bf-4335-ac01-78dcaa623694,Ransomware Attack on Federal Group,2026-08-05,,,1950,0,1,>1460
874,South Australian Government,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,10k-100k,1,2021-11-13,90fa2628-5ea4-4041-8280-b4ace7db1a87,South Australian Government Payroll Data Breach via Frontier Software (2021),2026-08-05,,,1726,0,1,>1460
897,BLK Sport,Other,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,other,unknown,1,2021-05-01,8e1a04c8-0262-4be8-858d-97fc9431ebd2,BLK Sport DarkSide Ransomware Attack,2026-08-05,,,1922,0,1,>1460
900,Eufy,Technology,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,technology,unknown,1,2021-05-17,cac59f6a-6913-4baa-a569-798445640bb5,Aussie families caught up in major home security camera breach,2026-08-05,,,1906,0,1,>1460
912,JBS,,organisation,organisation,HUGE,4.0,0,0.95,very_large,unknown,other,1k-10k,1,2021-02-01,38e526c7-c627-400b-a42a-e06526805562,JBS S.A. ransomware attack,2026-08-05,,,2011,0,1,>1460
923,Carnival,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,unknown,1,2021-03-19,701a425a-22c4-4ffa-815a-5da8e7a7c809,Cruise operator Carnival discloses personal data breach,2026-08-05,,,1965,0,1,>1460
958,Morningstar,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,unknown,1,2021-06-15,4b7a1d78-106a-40c3-90ae-64a972f4dddf,Morningstar data breach reveals KPMG deal maker lists,2026-08-05,,,1877,0,1,>1460
980,ASPI,Other,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,other,unknown,1,2021-07-01,a3864ba4-5f69-4a0e-8e6d-08cc3b269fd4,"Exfiltrate, encrypt, extort - ASPI",2026-08-05,,,1861,0,1,>1460
982,NSW Department of Education,Government,organisation,organisation,HUGE,4.0,0,0.9,unknown,unknown,government,unknown,1,2021-07-07,faab406b-8fec-49cf-950a-5f3ef75bc4d1,NSW Education Dept downed by cyber attack,2026-08-05,,,1855,0,1,>1460
994,NSW Government,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,100k+,1,2022-02-15,8eb89166-3960-4e92-8b77-3ab54a64dc2e,"Sensitive business addresses among 500,000 published in COVID data breach",2023-01-01,29b68226-573d-4cb2-896a-5466f70db71a,DDoS Attacks on Australian Government and University Targets by DieNet,320,1,1,181-365
994,NSW Government,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,1k-10k,2,2023-01-01,29b68226-573d-4cb2-896a-5466f70db71a,DDoS Attacks on Australian Government and University Targets by DieNet,2025-04-10,97922245-6359-4477-9d7e-6214943309ff,NSW government disputes alleged data breach,830,1,2,731-1460
994,NSW Government,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,1k-10k,3,2025-04-10,97922245-6359-4477-9d7e-6214943309ff,NSW government disputes alleged data breach,2026-08-05,,,482,0,3+,366-730
999,Australian Human Rights Commission,Government,government_body,government_body,MEDIUM,2.0,0,0.9,medium,unknown,government,<1k,1,2025-03-24,cb302a11-7d5b-4761-a06f-6caecbbaea86,Breaking: Personal information exposed by Australian Human Rights Commission data breach,2026-08-05,,,499,0,1,366-730
1037,Finite Recruitment,Other,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,other,unknown,1,2021-10-01,036fb79a-324c-4545-9df6-0e1af78c5371,Finite Recruitment data breach (October 2021),2026-08-05,,,1769,0,1,>1460
1041,Department of Defence,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,10k-100k,1,2020-02-02,7b7f9af5-7995-49a8-8299-88e069426352,Fears private details of Defence Force members compromised in database hack,2025-10-22,bcbb5f29-9be0-4705-b6ad-39c2842adad3,Cyber Attack on ADF’s Land 400 Redback Program,2089,1,1,>1460
1041,Department of Defence,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,2,2025-10-22,bcbb5f29-9be0-4705-b6ad-39c2842adad3,Cyber Attack on ADF’s Land 400 Redback Program,2026-08-05,,,287,0,2,181-365
1042,Twitch,Technology,organisation,organisation,HUGE,4.0,0,0.9,very_large,unknown,technology,100k+,1,2021-10-06,29d31743-171a-4e1c-9fc1-43918bea2ace,Twitch hack reveals multi-million-dollar sums top streamers earn from playing computer games,2026-08-05,,,1764,0,1,>1460
1048,SA Government,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,10k-100k,1,2021-11-13,90fa2628-5ea4-4041-8280-b4ace7db1a87,South Australian Government Payroll Data Breach via Frontier Software (2021),2026-08-05,,,1726,0,1,>1460
